"WOCHENTAG","DATUM","VON","BIS","DAUER_IN_MINUTEN","LV_NUMMER","TITEL","LV_ART","LV_GRUPPE","ORT","LERNEINHEIT","UNTERRICHTSEINHEIT","EREIGNIS_TYP","TERMIN_TYP","VORTRAGENDER_KONTAKTPERSON","ANMERKUNG"
"MO","09.10.2023","08:30","10:00","90","4155301","Gas Dynamics (engl.)","VO","Standardgruppe","Lu (1320|301)","","","Abhaltung","fix","",""
"MO","09.10.2023","10:30","12:00","90","4155302","Gas Dynamics (engl.)","UE","Standardgruppe","Lu (1320|301)","","","Abhaltung","fix","",""
"DI","10.10.2023","08:30","10:00","90","4100563","Verbrennungskraftmaschinen: Thermodynamik und Emissionen","VO","Standardgruppe","TD (1300|408)","","","Abhaltung","fix","",""
"DI","10.10.2023","10:30","12:00","90","4100570","Luftfahrtantriebe II","VO","Standardgruppe","H11 (1385|218)","","","Abhaltung","fix","",""
"MI","11.10.2023","08:30","10:00","90","6103471","Planung und Betrieb von Elektrizitätsversorgungssystemen","VO","Standardgruppe","EA (1270|109)","","","Abhaltung","fix","",""
"MI","11.10.2023","08:30","10:00","90","4129530","Regenerative Brennstoffe","VO","Standardgruppe","IV (1010|141)","","","Abhaltung","fix","",""
"MI","11.10.2023","10:30","11:15","45","6103113","Planung und Betrieb von Elektrizitätsversorgungssystemen","UE","Standardgruppe","EA (1270|109)","","","Abhaltung","fix","",""
"MI","11.10.2023","14:30","16:00","90","4100544","Grundlagen und Technik der Brennstoffzellen","VO","Standardgruppe","Grüner Hörsaal AM (Gr) (1420|001)","","","Abhaltung","fix","",""
"MI","11.10.2023","14:30","16:00","90","4129348","Windenergie","VO","Standardgruppe","AH VI (2356|051)","","","Abhaltung","fix","",""
"MI","11.10.2023","16:30","17:15","45","4129349","Windenergie","UE","Standardgruppe","AH VI (2356|051)","","","Abhaltung","fix","",""
"MI","11.10.2023","16:30","18:00","90","4102987","Grundlagen und Technik der Brennstoffzellen","UE","Standardgruppe","Grüner Hörsaal AM (Gr) (1420|001)","","","Abhaltung","fix","",""
"MI","11.10.2023","16:30","18:00","90","4123316","Verbrennungskraftmaschinen: Thermodynamik und Emissionen","UE","Standardgruppe","TD (1300|408)","","","Abhaltung","fix","",""
"DO","12.10.2023","08:30","10:00","90","4124458","Angewandte Numerische Optimierung","VO","Standardgruppe","5001|005","","","Abhaltung","fix","",""
"DO","12.10.2023","08:30","10:00","90","4124457","Angewandte Numerische Optimierung","UE","Standardgruppe","ZuseLab C3 (2315|211)","","","Abhaltung","fix","",""
"DO","12.10.2023","10:30","12:00","90","4133034","Chemische Energieumwandlung II","VO","Standardgruppe","amazon- Hörsaal (H06) (1385|004)","","","Abhaltung","fix","",""
"DO","12.10.2023","16:30","18:00","90","4102900","Luftfahrtantriebe II","UE","Standardgruppe","V (1010|213)","","","Abhaltung","fix","",""
"FR","13.10.2023","08:30","15:00","390","4105862","Entwicklung nachhaltiger Luftfahrtantriebe I","VO","Standardgruppe","IST Seminarraum (1030|017)","","","Abhaltung","abgesagt","",""
"FR","13.10.2023","10:30","12:00","90","4103331","Raumfahrtantriebe II","VO","Standardgruppe","IST Seminarraum (1030|017)","","","Abhaltung","fix","",""
"FR","13.10.2023","12:30","14:00","90","4129534","Chemische Energieumwandlung II","UE","Standardgruppe","H05 (1385|105)","","","Abhaltung","fix","",""
"FR","13.10.2023","12:30","14:00","90","4104426","Raumfahrtantriebe II","UE","Standardgruppe","IST Seminarraum (1030|017)","","","Abhaltung","fix","",""
"MO","16.10.2023","08:30","10:00","90","4155301","Gas Dynamics (engl.)","VO","Standardgruppe","Lu (1320|301)","","","Abhaltung","fix","",""
"MO","16.10.2023","10:30","12:00","90","4155302","Gas Dynamics (engl.)","UE","Standardgruppe","Lu (1320|301)","","","Abhaltung","fix","",""
"DI","17.10.2023","08:30","10:00","90","4100563","Verbrennungskraftmaschinen: Thermodynamik und Emissionen","VO","Standardgruppe","TD (1300|408)","","","Abhaltung","fix","",""
"DI","17.10.2023","10:30","12:00","90","4100570","Luftfahrtantriebe II","VO","Standardgruppe","H11 (1385|218)","","","Abhaltung","fix","",""
"MI","18.10.2023","08:30","10:00","90","4124457","Angewandte Numerische Optimierung","UE","Standardgruppe","ZuseLab C3 (2315|211)","","","Abhaltung","fix","",""
"MI","18.10.2023","08:30","10:00","90","6103471","Planung und Betrieb von Elektrizitätsversorgungssystemen","VO","Standardgruppe","EA (1270|109)","","","Abhaltung","fix","",""
"MI","18.10.2023","08:30","10:00","90","4129530","Regenerative Brennstoffe","VO","Standardgruppe","IV (1010|141)","","","Abhaltung","fix","",""
"MI","18.10.2023","10:30","11:15","45","6103113","Planung und Betrieb von Elektrizitätsversorgungssystemen","UE","Standardgruppe","EA (1270|109)","","","Abhaltung","fix","",""
"MI","18.10.2023","14:30","16:00","90","4100544","Grundlagen und Technik der Brennstoffzellen","VO","Standardgruppe","Grüner Hörsaal AM (Gr) (1420|001)","","","Abhaltung","fix","",""
"MI","18.10.2023","14:30","16:00","90","4129348","Windenergie","VO","Standardgruppe","AH VI (2356|051)","","","Abhaltung","fix","",""
"MI","18.10.2023","16:30","17:15","45","4129349","Windenergie","UE","Standardgruppe","AH VI (2356|051)","","","Abhaltung","fix","",""
"MI","18.10.2023","16:30","18:00","90","4102987","Grundlagen und Technik der Brennstoffzellen","UE","Standardgruppe","Grüner Hörsaal AM (Gr) (1420|001)","","","Abhaltung","fix","",""
"MI","18.10.2023","16:30","18:00","90","4123316","Verbrennungskraftmaschinen: Thermodynamik und Emissionen","UE","Standardgruppe","TD (1300|408)","","","Abhaltung","fix","",""
"DO","19.10.2023","08:30","10:00","90","4124458","Angewandte Numerische Optimierung","VO","Standardgruppe","5001|005","","","Abhaltung","fix","",""
"DO","19.10.2023","10:30","12:00","90","4133034","Chemische Energieumwandlung II","VO","Standardgruppe","amazon- Hörsaal (H06) (1385|004)","","","Abhaltung","fix","",""
"DO","19.10.2023","16:30","18:00","90","4102900","Luftfahrtantriebe II","UE","Standardgruppe","V (1010|213)","","","Abhaltung","fix","",""
"FR","20.10.2023","08:30","15:00","390","4105862","Entwicklung nachhaltiger Luftfahrtantriebe I","VO","Standardgruppe","IST Seminarraum (1030|017)","","","Abhaltung","abgesagt","",""
"FR","20.10.2023","10:30","12:00","90","4103331","Raumfahrtantriebe II","VO","Standardgruppe","IST Seminarraum (1030|017)","","","Abhaltung","fix","",""
"FR","20.10.2023","12:30","14:00","90","4129534","Chemische Energieumwandlung II","UE","Standardgruppe","H05 (1385|105)","","","Abhaltung","fix","",""
"FR","20.10.2023","12:30","14:00","90","4104426","Raumfahrtantriebe II","UE","Standardgruppe","IST Seminarraum (1030|017)","","","Abhaltung","fix","",""
"MO","23.10.2023","08:30","10:00","90","4155301","Gas Dynamics (engl.)","VO","Standardgruppe","Lu (1320|301)","","","Abhaltung","fix","",""
"MO","23.10.2023","10:30","12:00","90","4155302","Gas Dynamics (engl.)","UE","Standardgruppe","Lu (1320|301)","","","Abhaltung","fix","",""
"DI","24.10.2023","08:30","10:00","90","4100563","Verbrennungskraftmaschinen: Thermodynamik und Emissionen","VO","Standardgruppe","TD (1300|408)","","","Abhaltung","fix","",""
"DI","24.10.2023","10:30","12:00","90","4100570","Luftfahrtantriebe II","VO","Standardgruppe","H11 (1385|218)","","","Abhaltung","fix","",""
"MI","25.10.2023","08:30","10:00","90","6103471","Planung und Betrieb von Elektrizitätsversorgungssystemen","VO","Standardgruppe","EA (1270|109)","","","Abhaltung","fix","",""
"MI","25.10.2023","08:30","10:00","90","4129530","Regenerative Brennstoffe","VO","Standardgruppe","IV (1010|141)","","","Abhaltung","fix","",""
"MI","25.10.2023","10:30","11:15","45","6103113","Planung und Betrieb von Elektrizitätsversorgungssystemen","UE","Standardgruppe","EA (1270|109)","","","Abhaltung","fix","",""
"MI","25.10.2023","14:30","16:00","90","4100544","Grundlagen und Technik der Brennstoffzellen","VO","Standardgruppe","Grüner Hörsaal AM (Gr) (1420|001)","","","Abhaltung","fix","",""
"MI","25.10.2023","14:30","16:00","90","4129348","Windenergie","VO","Standardgruppe","AH VI (2356|051)","","","Abhaltung","fix","",""
"MI","25.10.2023","16:30","17:15","45","4129349","Windenergie","UE","Standardgruppe","AH VI (2356|051)","","","Abhaltung","fix","",""
"MI","25.10.2023","16:30","18:00","90","4102987","Grundlagen und Technik der Brennstoffzellen","UE","Standardgruppe","Grüner Hörsaal AM (Gr) (1420|001)","","","Abhaltung","fix","",""
"MI","25.10.2023","16:30","18:00","90","4123316","Verbrennungskraftmaschinen: Thermodynamik und Emissionen","UE","Standardgruppe","TD (1300|408)","","","Abhaltung","fix","",""
"DO","26.10.2023","08:30","10:00","90","4124458","Angewandte Numerische Optimierung","VO","Standardgruppe","5001|005","","","Abhaltung","fix","",""
"DO","26.10.2023","10:30","12:00","90","4133034","Chemische Energieumwandlung II","VO","Standardgruppe","amazon- Hörsaal (H06) (1385|004)","","","Abhaltung","fix","",""
"DO","26.10.2023","16:30","18:00","90","4102900","Luftfahrtantriebe II","UE","Standardgruppe","V (1010|213)","","","Abhaltung","fix","",""
"FR","27.10.2023","08:30","15:00","390","4105862","Entwicklung nachhaltiger Luftfahrtantriebe I","VO","Standardgruppe","IST Seminarraum (1030|017)","","","Abhaltung","fix","",""
"FR","27.10.2023","10:30","12:00","90","4103331","Raumfahrtantriebe II","VO","Standardgruppe","S15 (1385|215)","","","Abhaltung","fix","",""
"FR","27.10.2023","12:30","14:00","90","4129534","Chemische Energieumwandlung II","UE","Standardgruppe","H05 (1385|105)","","","Abhaltung","fix","",""
"FR","27.10.2023","12:30","14:00","90","4104426","Raumfahrtantriebe II","UE","Standardgruppe","S15 (1385|215)","","","Abhaltung","fix","",""
"MO","30.10.2023","08:30","10:00","90","4155301","Gas Dynamics (engl.)","VO","Standardgruppe","Lu (1320|301)","","","Abhaltung","fix","",""
"MO","30.10.2023","10:30","12:00","90","4155302","Gas Dynamics (engl.)","UE","Standardgruppe","Lu (1320|301)","","","Abhaltung","fix","",""
"DI","31.10.2023","08:30","10:00","90","4100563","Verbrennungskraftmaschinen: Thermodynamik und Emissionen","VO","Standardgruppe","TD (1300|408)","","","Abhaltung","fix","",""
"DI","31.10.2023","10:30","12:00","90","4100570","Luftfahrtantriebe II","VO","Standardgruppe","H11 (1385|218)","","","Abhaltung","fix","",""
"DO","02.11.2023","08:30","10:00","90","4124458","Angewandte Numerische Optimierung","VO","Standardgruppe","5001|005","","","Abhaltung","fix","",""
"DO","02.11.2023","10:30","12:00","90","4133034","Chemische Energieumwandlung II","VO","Standardgruppe","amazon- Hörsaal (H06) (1385|004)","","","Abhaltung","fix","",""
"DO","02.11.2023","16:30","18:00","90","4102900","Luftfahrtantriebe II","UE","Standardgruppe","V (1010|213)","","","Abhaltung","fix","",""
"FR","03.11.2023","08:30","15:00","390","4105862","Entwicklung nachhaltiger Luftfahrtantriebe I","VO","Standardgruppe","IST Seminarraum (1030|017)","","","Abhaltung","abgesagt","",""
"FR","03.11.2023","10:30","12:00","90","4103331","Raumfahrtantriebe II","VO","Standardgruppe","IST Seminarraum (1030|017)","","","Abhaltung","fix","",""
"FR","03.11.2023","12:30","14:00","90","4129534","Chemische Energieumwandlung II","UE","Standardgruppe","H05 (1385|105)","","","Abhaltung","fix","",""
"FR","03.11.2023","12:30","14:00","90","4104426","Raumfahrtantriebe II","UE","Standardgruppe","IST Seminarraum (1030|017)","","","Abhaltung","fix","",""
"MO","06.11.2023","08:30","10:00","90","4155301","Gas Dynamics (engl.)","VO","Standardgruppe","Lu (1320|301)","","","Abhaltung","fix","",""
"MO","06.11.2023","10:30","12:00","90","4155302","Gas Dynamics (engl.)","UE","Standardgruppe","Lu (1320|301)","","","Abhaltung","fix","",""
"DI","07.11.2023","08:30","10:00","90","4100563","Verbrennungskraftmaschinen: Thermodynamik und Emissionen","VO","Standardgruppe","TD (1300|408)","","","Abhaltung","fix","",""
"MI","08.11.2023","08:30","10:00","90","4124457","Angewandte Numerische Optimierung","UE","Standardgruppe","ZuseLab C3 (2315|211)","","","Abhaltung","fix","",""
"MI","08.11.2023","08:30","10:00","90","6103471","Planung und Betrieb von Elektrizitätsversorgungssystemen","VO","Standardgruppe","EA (1270|109)","","","Abhaltung","fix","",""
"MI","08.11.2023","08:30","10:00","90","4129530","Regenerative Brennstoffe","VO","Standardgruppe","IV (1010|141)","","","Abhaltung","fix","",""
"MI","08.11.2023","10:30","11:15","45","6103113","Planung und Betrieb von Elektrizitätsversorgungssystemen","UE","Standardgruppe","EA (1270|109)","","","Abhaltung","fix","",""
"MI","08.11.2023","14:30","16:00","90","4100544","Grundlagen und Technik der Brennstoffzellen","VO","Standardgruppe","Grüner Hörsaal AM (Gr) (1420|001)","","","Abhaltung","fix","",""
"MI","08.11.2023","14:30","16:00","90","4129348","Windenergie","VO","Standardgruppe","AH VI (2356|051)","","","Abhaltung","fix","",""
"MI","08.11.2023","16:30","17:15","45","4129349","Windenergie","UE","Standardgruppe","AH VI (2356|051)","","","Abhaltung","fix","",""
"MI","08.11.2023","16:30","18:00","90","4102987","Grundlagen und Technik der Brennstoffzellen","UE","Standardgruppe","Grüner Hörsaal AM (Gr) (1420|001)","","","Abhaltung","fix","",""
"MI","08.11.2023","16:30","18:00","90","4123316","Verbrennungskraftmaschinen: Thermodynamik und Emissionen","UE","Standardgruppe","TD (1300|408)","","","Abhaltung","fix","",""
"DO","09.11.2023","08:30","10:00","90","4124457","Angewandte Numerische Optimierung","UE","Standardgruppe","ZuseLab C3 (2315|211)","","","Abhaltung","fix","",""
"DO","09.11.2023","08:30","10:00","90","4124458","Angewandte Numerische Optimierung","VO","Standardgruppe","5001|005","","","Abhaltung","fix","",""
"DO","09.11.2023","10:30","12:00","90","4133034","Chemische Energieumwandlung II","VO","Standardgruppe","amazon- Hörsaal (H06) (1385|004)","","","Abhaltung","fix","",""
"DO","09.11.2023","16:30","18:00","90","4102900","Luftfahrtantriebe II","UE","Standardgruppe","V (1010|213)","","","Abhaltung","fix","",""
"FR","10.11.2023","08:30","15:00","390","4105862","Entwicklung nachhaltiger Luftfahrtantriebe I","VO","Standardgruppe","IST Seminarraum (1030|017)","","","Abhaltung","abgesagt","",""
"FR","10.11.2023","10:30","12:00","90","4103331","Raumfahrtantriebe II","VO","Standardgruppe","IST Seminarraum (1030|017)","","","Abhaltung","fix","",""
"FR","10.11.2023","12:30","14:00","90","4129534","Chemische Energieumwandlung II","UE","Standardgruppe","H05 (1385|105)","","","Abhaltung","fix","",""
"FR","10.11.2023","12:30","14:00","90","4104426","Raumfahrtantriebe II","UE","Standardgruppe","IST Seminarraum (1030|017)","","","Abhaltung","fix","",""
"MO","13.11.2023","08:30","10:00","90","4155301","Gas Dynamics (engl.)","VO","Standardgruppe","Lu (1320|301)","","","Abhaltung","fix","",""
"MO","13.11.2023","10:30","12:00","90","4155302","Gas Dynamics (engl.)","UE","Standardgruppe","Lu (1320|301)","","","Abhaltung","fix","",""
"DI","14.11.2023","08:30","10:00","90","4100563","Verbrennungskraftmaschinen: Thermodynamik und Emissionen","VO","Standardgruppe","TD (1300|408)","","","Abhaltung","fix","",""
"DI","14.11.2023","10:30","12:00","90","4100570","Luftfahrtantriebe II","VO","Standardgruppe","H11 (1385|218)","","","Abhaltung","fix","",""
"MI","15.11.2023","08:30","10:00","90","4124457","Angewandte Numerische Optimierung","UE","Standardgruppe","ZuseLab C3 (2315|211)","","","Abhaltung","fix","",""
"MI","15.11.2023","08:30","10:00","90","6103471","Planung und Betrieb von Elektrizitätsversorgungssystemen","VO","Standardgruppe","EA (1270|109)","","","Abhaltung","fix","",""
"MI","15.11.2023","08:30","10:00","90","4129530","Regenerative Brennstoffe","VO","Standardgruppe","IV (1010|141)","","","Abhaltung","fix","",""
"MI","15.11.2023","10:30","11:15","45","6103113","Planung und Betrieb von Elektrizitätsversorgungssystemen","UE","Standardgruppe","EA (1270|109)","","","Abhaltung","fix","",""
"MI","15.11.2023","14:30","16:00","90","4100544","Grundlagen und Technik der Brennstoffzellen","VO","Standardgruppe","Grüner Hörsaal AM (Gr) (1420|001)","","","Abhaltung","fix","",""
"MI","15.11.2023","14:30","16:00","90","4129348","Windenergie","VO","Standardgruppe","AH VI (2356|051)","","","Abhaltung","fix","",""
"MI","15.11.2023","16:30","17:15","45","4129349","Windenergie","UE","Standardgruppe","AH VI (2356|051)","","","Abhaltung","fix","",""
"MI","15.11.2023","16:30","18:00","90","4102987","Grundlagen und Technik der Brennstoffzellen","UE","Standardgruppe","Grüner Hörsaal AM (Gr) (1420|001)","","","Abhaltung","fix","",""
"MI","15.11.2023","16:30","18:00","90","4123316","Verbrennungskraftmaschinen: Thermodynamik und Emissionen","UE","Standardgruppe","TD (1300|408)","","","Abhaltung","fix","",""
"DO","16.11.2023","08:30","10:00","90","4124458","Angewandte Numerische Optimierung","VO","Standardgruppe","5001|005","","","Abhaltung","fix","",""
"DO","16.11.2023","10:30","12:00","90","4133034","Chemische Energieumwandlung II","VO","Standardgruppe","amazon- Hörsaal (H06) (1385|004)","","","Abhaltung","fix","",""
"DO","16.11.2023","16:30","18:00","90","4102900","Luftfahrtantriebe II","UE","Standardgruppe","V (1010|213)","","","Abhaltung","fix","",""
"FR","17.11.2023","08:30","15:00","390","4105862","Entwicklung nachhaltiger Luftfahrtantriebe I","VO","Standardgruppe","IST Seminarraum (1030|017)","","","Abhaltung","abgesagt","",""
"FR","17.11.2023","10:30","12:00","90","4103331","Raumfahrtantriebe II","VO","Standardgruppe","IST Seminarraum (1030|017)","","","Abhaltung","fix","",""
"FR","17.11.2023","12:30","14:00","90","4129534","Chemische Energieumwandlung II","UE","Standardgruppe","H05 (1385|105)","","","Abhaltung","fix","",""
"FR","17.11.2023","12:30","14:00","90","4104426","Raumfahrtantriebe II","UE","Standardgruppe","IST Seminarraum (1030|017)","","","Abhaltung","fix","",""
"MO","20.11.2023","08:30","10:00","90","4155301","Gas Dynamics (engl.)","VO","Standardgruppe","Lu (1320|301)","","","Abhaltung","fix","",""
"MO","20.11.2023","10:30","12:00","90","4155302","Gas Dynamics (engl.)","UE","Standardgruppe","Lu (1320|301)","","","Abhaltung","fix","",""
"DI","21.11.2023","08:30","10:00","90","4100563","Verbrennungskraftmaschinen: Thermodynamik und Emissionen","VO","Standardgruppe","TD (1300|408)","","","Abhaltung","fix","",""
"DI","21.11.2023","10:30","12:00","90","4100570","Luftfahrtantriebe II","VO","Standardgruppe","H11 (1385|218)","","","Abhaltung","fix","",""
"MI","22.11.2023","08:30","10:00","90","4124457","Angewandte Numerische Optimierung","UE","Standardgruppe","ZuseLab C3 (2315|211)","","","Abhaltung","fix","",""
"MI","22.11.2023","08:30","10:00","90","6103471","Planung und Betrieb von Elektrizitätsversorgungssystemen","VO","Standardgruppe","EA (1270|109)","","","Abhaltung","fix","",""
"MI","22.11.2023","08:30","10:00","90","4129530","Regenerative Brennstoffe","VO","Standardgruppe","IV (1010|141)","","","Abhaltung","fix","",""
"MI","22.11.2023","10:30","11:15","45","6103113","Planung und Betrieb von Elektrizitätsversorgungssystemen","UE","Standardgruppe","EA (1270|109)","","","Abhaltung","fix","",""
"MI","22.11.2023","14:30","16:00","90","4100544","Grundlagen und Technik der Brennstoffzellen","VO","Standardgruppe","Grüner Hörsaal AM (Gr) (1420|001)","","","Abhaltung","fix","",""
"MI","22.11.2023","14:30","16:00","90","4129348","Windenergie","VO","Standardgruppe","AH VI (2356|051)","","","Abhaltung","fix","",""
"MI","22.11.2023","16:30","17:15","45","4129349","Windenergie","UE","Standardgruppe","AH VI (2356|051)","","","Abhaltung","fix","",""
"MI","22.11.2023","16:30","18:00","90","4102987","Grundlagen und Technik der Brennstoffzellen","UE","Standardgruppe","Grüner Hörsaal AM (Gr) (1420|001)","","","Abhaltung","fix","",""
"MI","22.11.2023","16:30","18:00","90","4123316","Verbrennungskraftmaschinen: Thermodynamik und Emissionen","UE","Standardgruppe","TD (1300|408)","","","Abhaltung","fix","",""
